"Timestamp","Value","Label"
1497110400,2866.2,0
1497110460,2755.7,0
1497110520,2771,0
1497110580,2806.7,0
1497110640,2847.5,0
1497110700,2856.85,0
1497110760,2756.55,0
1497110820,2759.1,0
1497110880,2785.45,0
1497110940,2715.75,0
1497111000,2834.75,0
1497111060,2708.95,0
1497111120,2857.7,0
1497111180,2731.9,0
1497111240,2749.75,0
1497111300,2735.3,0
1497111360,3005.6,0
1497111420,2884.05,0
1497111480,2928.25,0
1497111540,2858.55,0
1497111600,2809.25,0
1497111660,2817.75,0
1497111720,2837.3,0
1497111780,2813.5,0
1497111840,2802.45,0
1497111900,2771.85,0
1497111960,2703,0
1497112020,2788.85,0
1497112080,2744.65,0
1497112140,2708.95,0
1497112200,2759.1,0
1497112260,2801.6,0
1497112320,2795.65,0
1497112380,2783.75,0
1497112440,2674.1,0
1497112500,2709.8,0
1497112560,2739.55,0
1497112620,2710.65,0
1497112680,2575.5,0
1497112740,2630.75,0
1497112800,2664.75,0
1497112860,2635.85,0
1497112920,2637.55,0
1497112980,2584.85,0
1497113040,2606.95,0
1497113100,2603.55,0
1497113160,2578.05,0
1497113220,2637.55,0
1497113280,2606.95,0
1497113340,2609.5,0
1497113400,2588.25,0
1497113460,2602.7,0
1497113520,2577.2,0
1497113580,2583.15,0
1497113640,2627.35,0
1497113700,2540.65,0
1497113760,2522.8,0
1497113820,2474.35,0
1497113880,2478.6,0
1497113940,2471.8,0
1497114000,2534.7,0
1497114060,2504.1,0
1497114120,2509.2,0
1497114180,2559.35,0
1497114240,2558.5,0
1497114300,2612.05,0
1497114360,2513.45,0
1497114420,2489.65,0
1497114480,2556.8,0
1497114540,2460.75,0
1497114600,2469.25,0
1497114660,2481.15,0
1497114720,2489.65,0
1497114780,2518.55,0
1497114840,2544.05,0
1497114900,2432.7,0
1497114960,2408.05,0
1497115020,2460.75,0
1497115080,2447.15,0
1497115140,2453.1,0
1497115200,2467.55,0
1497115260,2453.95,0
1497115320,2411.45,0
1497115380,2425.9,0
1497115440,2362.15,0
1497115500,2382.55,0
1497115560,2425.9,0
1497115620,2345.15,0
1497115680,2360.45,0
1497115740,2312,0
1497115800,2377.45,0
1497115860,2337.5,0
1497115920,2414,0
1497115980,2419.1,0
1497116040,2371.5,0
1497116100,2355.35,0
1497116160,2322.2,0
1497116220,2272.05,0
1497116280,2281.4,0
1497116340,2300.1,0
1497116400,2317.1,0
1497116460,2309.45,0
1497116520,2219.35,0
1497116580,2274.6,0
1497116640,2244,0
1497116700,2286.5,0
1497116760,2340.05,0
1497116820,2317.1,0
1497116880,2290.75,0
1497116940,2250.8,0
1497117000,2313.7,0
1497117060,2317.95,0
1497117120,2312,0
1497117180,2313.7,0
1497117240,2345.15,0
1497117300,2443.75,0
1497117360,2295.85,0
1497117420,2299.25,0
1497117480,2331.55,0
1497117540,2347.7,0
1497117600,2249.95,0
1497117660,2366.4,0
1497117720,2396.15,0
1497117780,2387.65,0
1497117840,2375.75,0
1497117900,2337.5,0
1497117960,2357.9,0
1497118020,2433.55,0
1497118080,2300.95,0
1497118140,2312,0
1497118200,2288.2,0
1497118260,2379.15,0
1497118320,2331.55,0
1497118380,2332.4,0
1497118440,2340.9,0
1497118500,2323.9,0
1497118560,2351.95,0
1497118620,2317.1,0
1497118680,2251.65,0
