"Timestamp","Value","Label"
1497110400,2933.35,0
1497110460,2886.6,0
1497110520,2973.3,0
1497110580,2884.9,0
1497110640,2929.1,0
1497110700,2918.05,0
1497110760,2901.9,0
1497110820,2927.4,0
1497110880,2895.1,0
1497110940,2920.6,0
1497111000,2870.45,0
1497111060,2907.85,0
1497111120,2890,0
1497111180,2981.8,0
1497111240,2942.7,0
1497111300,2892.55,0
1497111360,2903.6,0
1497111420,2821.15,0
1497111480,2778.65,0
1497111540,2851.75,0
1497111600,2805.85,0
1497111660,2874.7,0
1497111720,2809.25,0
1497111780,2764.2,0
1497111840,2765.9,0
1497111900,2816.05,0
1497111960,2805.85,0
1497112020,2659.65,0
1497112080,2664.75,0
1497112140,2717.45,0
1497112200,2731.9,0
1497112260,2681.75,0
1497112320,2705.55,0
1497112380,2626.5,0
1497112440,2668.15,0
1497112500,2654.55,0
1497112560,2651.15,0
1497112620,2584,0
1497112680,2597.6,0
1497112740,2595.05,0
1497112800,2591.65,0
1497112860,2625.65,0
1497112920,2550,0
1497112980,2591.65,0
1497113040,2538.95,0
1497113100,2567.85,0
1497113160,2602.7,0
1497113220,2522.8,0
1497113280,2572.95,0
1497113340,2503.25,0
1497113400,2497.3,0
1497113460,2504.1,0
1497113520,2588.25,0
1497113580,2501.55,0
1497113640,2527.05,0
1497113700,2540.65,0
1497113760,2422.5,0
1497113820,2491.35,0
1497113880,2502.4,0
1497113940,2487.1,0
1497114000,2353.65,0
1497114060,2466.7,0
1497114120,2410.6,0
1497114180,2317.1,0
1497114240,2391.05,0
1497114300,2384.25,0
1497114360,2399.55,0
1497114420,2435.25,0
1497114480,2390.2,0
1497114540,2396.15,0
1497114600,2350.25,0
1497114660,2385.95,0
1497114720,2384.25,0
1497114780,2367.25,0
1497114840,2418.25,0
1497114900,2317.1,0
1497114960,2375.75,0
1497115020,2372.35,0
1497115080,2347.7,0
1497115140,2384.25,0
1497115200,2303.5,0
1497115260,2263.55,0
1497115320,2257.6,0
1497115380,2272.9,0
1497115440,2295.85,0
1497115500,2276.3,0
1497115560,2300.95,0
1497115620,2182.8,0
1497115680,2267.8,0
1497115740,2238.9,0
1497115800,2227,0
1497115860,2217.65,0
1497115920,2181.1,0
1497115980,2171.75,0
1497116040,2248.25,0
1497116100,2147.1,0
1497116160,2141.15,0
1497116220,2166.65,0
1497116280,2211.7,0
1497116340,2186.2,0
1497116400,2201.5,0
1497116460,2215.95,0
1497116520,2170.05,0
1497116580,2168.35,0
1497116640,2177.7,0
1497116700,2136.9,0
1497116760,2176.85,0
1497116820,2186.2,0
1497116880,2175.15,0
1497116940,2170.9,0
1497117000,2152.2,0
1497117060,2108,0
1497117120,2130.95,0
1497117180,2200.65,0
1497117240,2160.7,0
1497117300,2124.15,0
1497117360,2116.5,0
1497117420,2121.6,0
1497117480,2096.1,0
1497117540,2057,0
1497117600,2099.5,0
1497117660,2045.1,0
1497117720,2040,0
1497117780,2028.1,0
1497117840,2060.4,0
1497117900,2086.75,0
1497117960,2076.55,0
1497118020,2151.35,0
1497118080,2116.5,0
1497118140,2084.2,0
1497118200,2077.4,0
1497118260,2091,0
1497118320,2102.05,0
1497118380,2064.65,0
1497118440,2023.85,0
1497118500,2096.95,0
1497118560,2054.45,0
1497118620,2040.85,0
1497118680,2092.7,0
1497118740,1984.75,0
1497118800,2017.9,0
1497118860,1973.7,0
1497118920,1973.7,0
1497118980,1985.6,0
1497119040,1977.95,0
1497119100,1957.55,0
1497119160,1994.1,0
1497119220,1989.85,0
1497119280,1978.8,0
1497119340,1988.15,0
1497119400,2003.45,0
1497119460,2013.65,0
1497119520,2007.7,0
1497119580,2016.2,0
1497119640,1922.7,0
1497119700,1930.35,0
1497119760,1943.95,0
1497119820,1921.85,0
1497119880,1935.45,0
1497119940,1980.5,0
1497120000,1889.55,0
1497120060,1936.3,0
1497120120,1914.2,0
1497120180,1979.65,0
1497120240,1990.7,0
1497120300,1990.7,0
1497120360,1939.7,0
1497120420,1909.95,0
1497120480,1894.65,0
1497120540,1906.55,0
1497120600,1913.35,0
1497120660,1904,0
1497120720,2025.55,0
1497120780,1955.85,0
1497120840,1944.8,0
1497120900,1872.55,0
1497120960,1890.4,0
1497121020,1907.4,0
1497121080,1878.5,0
1497121140,1916.75,0
1497121200,1876.8,0
1497121260,1915.05,0
1497121320,1847.9,0
1497121380,1867.45,0
1497121440,1892.1,0
1497121500,1865.75,0
1497121560,1939.7,0
1497121620,1896.35,0
1497121680,1926.1,0
1497121740,1880.2,0
1497121800,1848.75,0
1497121860,1904,0
1497121920,1862.35,0
1497121980,1887,0
1497122040,1892.95,0
1497122100,1852.15,0
1497122160,1864.9,0
1497122220,1802.85,0
1497122280,1882.75,0
1497122340,1817.3,0
1497122400,1841.95,0
1497122460,1885.3,0
1497122520,1886.15,0
1497122580,1883.6,0
1497122640,1797.75,0
1497122700,1853,0
1497122760,1838.55,0
1497122820,1824.95,0
1497122880,1877.65,0
1497122940,1904,0
1497123000,1806.25,0
1497123060,1868.3,0
1497123120,1866.6,0
