"Timestamp","Value","Label"
1499097600,0.26843419018805,0
1499097660,0.26624744286115,0
1499097720,0.26456102986635,0
1499097780,0.26277873081955,0
1499097840,0.26134452995395,0
1499097900,0.26027569584915,0
1499097960,0.25875060773055,0
1499098020,0.2585370226843,0
1499098080,0.25731140806595,0
1499098140,0.25646933765985,0
1499098200,0.2553709651974,0
1499098260,0.2546770410142,0
1499098320,0.25394585305795,0
1499098380,0.25281112569345,0
1499098440,0.2521112938394,0
1499098500,0.2514223684552,0
1499098560,0.2506780018465,0
1499098620,0.24996590021355,0
1499098680,0.24885934789765,0
1499098740,0.24817496687695,0
1499098800,0.24665396868465,0
1499098860,0.2456410302407,0
1499098920,0.245810989405,0
1499098980,0.2445644707188,0
1499099040,0.24318480220585,0
1499099100,0.24271627841315,0
1499099160,0.24156610021615,0
1499099220,0.24035775417655,0
1499099280,0.239240295390715,0
1499099340,0.238524558266965,0
1499099400,0.23767658018891,0
1499099460,0.23677815968493,0
1499099520,0.236247832559,0
1499099580,0.237082177548935,0
1499099640,0.236352352900885,0
1499099700,0.23441327334079,0
1499099760,0.233470772518765,0
1499099820,0.232256518807805,0
1499099880,0.23121358757028,0
1499099940,0.23072506858107,0
1499100000,0.229382663842275,0
1499100060,0.228983668798035,0
1499100120,0.227526746119355,0
1499100180,0.226883718798685,0
1499100240,0.226502901205215,0
1499100300,0.22550268697694,0
1499100360,0.22517367511819,0
1499100420,0.2244024967696,0
1499100480,0.223730839963895,0
1499100540,0.223090539260815,0
1499100600,0.22190718721613,0
1499100660,0.22184992824623,0
1499100720,0.22076473443572,0
1499100780,0.22020850444243,0
1499100840,0.219305994012065,0
1499100900,0.218931538526305,0
1499100960,0.21804947772812,0
1499101020,0.21751278849431,0
1499101080,0.21693156450619,0
1499101140,0.21633670742995,0
1499101200,0.215376938029685,0
1499101260,0.21459121772053,0
1499101320,0.214318555959065,0
1499101380,0.21304976989588,0
1499101440,0.212545345637225,0
1499101500,0.21226314071411,0
1499101560,0.211387442023635,0
1499101620,0.21042449156943,0
1499101680,0.21029861272292,0
1499101740,0.209724659715125,0
1499101800,0.20907208923272,0
1499101860,0.208975294307425,0
1499101920,0.20814912917026,0
1499101980,0.207919638854395,0
1499102040,0.20701258406138,0
1499102100,0.206875344308075,0
1499102160,0.206078263092125,0
1499102220,0.20560746711742,0
1499102280,0.20545159547708,0
1499102340,0.204691778035285,0
1499102400,0.20419644250193,0
1499102460,0.2039142375789,0
1499102520,0.203558413980175,0
1499102580,0.20372882758108,0
1499102640,0.203554778490055,0
1499102700,0.2030694405547,0
1499102760,0.202899026953795,0
1499102820,0.202090584831135,0
1499102880,0.20168840873304,0
1499102940,0.200702736465415,0
1499103000,0.20016377505028,0
1499103060,0.199788410692075,0
1499103120,0.19890089665854,0
1499103180,0.199004508127895,0
1499103240,0.19865368332817,0
1499103300,0.19818606840732,0
1499103360,0.197972937797165,0
1499103420,0.197809795176585,0
1499103480,0.197052704352295,0
1499103540,0.197129049645495,0
1499103600,0.19630106676327,0
1499103660,0.195936154439245,0
1499103720,0.195703028633175,0
1499103780,0.19531221344179,0
1499103840,0.194901403054575,0
1499103900,0.19457148232321,0
1499103960,0.19416476186238,0
1499104020,0.19399571157027,0
1499104080,0.19350173934588,0
1499104140,0.193242256236185,0
1499104200,0.193348139886865,0
1499104260,0.192815540579525,0
1499104320,0.192551513107265,0
1499104380,0.19238655274154,0
1499104440,0.19187485750256,0
1499104500,0.191650365985695,0
1499104560,0.191328625107185,0
1499104620,0.1909568962391,0
1499104680,0.19037748999604,0
1499104740,0.19079738910864,0
1499104800,0.19026388092877,0
1499104860,0.189636304441195,0
1499104920,0.189674477087795,0
1499104980,0.189001456973295,0
1499105040,0.18891602295471,0
1499105100,0.18876742229478,0
1499105160,0.18872061535906,0
1499105220,0.188576559061695,0
1499105280,0.18828253879569,0
1499105340,0.187914445417725,0
1499105400,0.187641329219995,0
