"Timestamp","Value","Label"
1499616000,3.32916663295,0
1499616060,3.47083336705,0
1499616120,3.4,0
1499616180,3.6125,0
1499616240,3.54166663295,0
1499616300,3.4,0
1499616360,3.4,0
1499616420,3.4,0
1499616480,3.54166663295,0
1499616540,3.54166663295,0
1499616600,3.6125,0
1499616660,3.6125,0
1499616720,3.54166663295,0
1499616780,3.6125,0
1499616840,3.54166663295,0
1499616900,3.54166663295,0
1499616960,3.6125,0
1499617020,3.6125,0
1499617080,3.6125,0
1499617140,3.54166663295,0
1499617200,3.6125,0
1499617260,3.6125,0
1499617320,3.6125,0
1499617380,3.6125,0
1499617440,3.6125,0
1499617500,3.54166663295,0
1499617560,3.6125,0
1499617620,3.54166663295,0
1499617680,3.6125,0
1499617740,3.6125,0
1499617800,3.6125,0
1499617860,3.6125,0
1499617920,3.6125,0
1499617980,3.6125,0
1499618040,3.6125,0
1499618100,3.6833332659,0
1499618160,3.54166663295,0
1499618220,3.6833332659,0
1499618280,3.6833332659,0
1499618340,3.6833332659,0
1499618400,3.6125,0
1499618460,3.6125,0
1499618520,3.7541667341,0
1499618580,3.6833332659,0
1499618640,3.6125,0
1499618700,3.7541667341,0
1499618760,3.6125,0
1499618820,3.7541667341,0
1499618880,3.6125,0
1499618940,3.6833332659,0
1499619000,3.6125,0
1499619060,3.7541667341,0
1499619120,3.825,0
1499619180,3.6125,0
1499619240,3.6833332659,0
1499619300,3.6125,0
1499619360,3.6125,0
1499619420,3.825,0
1499619480,3.6833332659,0
1499619540,3.825,0
1499619600,3.6833332659,0
1499619660,3.6833332659,0
1499619720,3.7541667341,0
1499619780,3.6125,0
1499619840,3.6125,0
1499619900,3.6833332659,0
1499619960,3.7541667341,0
1499620020,3.6833332659,0
1499620080,3.8958332659,0
1499620140,3.7541667341,0
1499620200,3.8958332659,0
1499620260,3.8958332659,0
1499620320,3.6833332659,0
1499620380,3.825,0
1499620440,3.8958332659,0
1499620500,3.825,0
1499620560,3.7541667341,0
1499620620,3.825,0
1499620680,4.0375,0
1499620740,3.8958332659,0
1499620800,3.825,0
1499620860,3.6833332659,0
1499620920,3.8958332659,0
1499620980,3.9666667341,0
1499621040,3.6833332659,0
1499621100,4.0375,0
1499621160,4.1083332659,0
1499621220,3.7541667341,0
1499621280,3.8958332659,0
1499621340,4.1791667341,0
1499621400,3.7541667341,0
1499621460,4.0375,0
1499621520,3.9666667341,0
1499621580,4.1083332659,0
1499621640,4.0375,0
1499621700,4.0375,0
1499621760,4.0375,0
1499621820,4.0375,0
1499621880,4.1791667341,0
1499621940,4.0375,0
1499622000,4.1791667341,0
1499622060,4.25,0
1499622120,4.3916667341,0
1499622180,4.1083332659,0
1499622240,4.0375,0
1499622300,4.25,0
1499622360,4.3208332659,0
1499622420,4.3208332659,0
1499622480,4.4625,0
1499622540,4.0375,0
1499622600,4.3916667341,0
1499622660,4.3208332659,0
1499622720,4.25,0
1499622780,4.25,0
1499622840,4.3208332659,0
1499622900,4.3916667341,0
1499622960,4.1791667341,0
1499623020,4.3916667341,0
1499623080,4.25,0
1499623140,4.25,0
1499623200,4.4625,0
1499623260,4.25,0
1499623320,4.3916667341,0
1499623380,4.3916667341,0
1499623440,4.25,0
1499623500,4.3208332659,0
1499623560,4.3916667341,0
1499623620,4.3208332659,0
1499623680,4.4625,0
1499623740,4.4625,0
1499623800,4.25,0
1499623860,4.1791667341,0
1499623920,4.1791667341,0
1499623980,4.25,0
1499624040,4.3208332659,0
1499624100,4.3208332659,0
1499624160,4.4625,0
1499624220,4.3916667341,0
1499624280,4.3916667341,0
1499624340,4.4625,0
1499624400,4.3208332659,0
1499624460,4.4625,0
1499624520,4.3916667341,0
1499624580,4.4625,0
1499624640,4.1791667341,0
1499624700,4.3916667341,0
1499624760,4.4625,0
1499624820,4.3916667341,0
1499624880,4.3916667341,0
1499624940,4.3208332659,0
1499625000,4.4625,0
1499625060,4.3208332659,0
1499625120,4.4625,0
1499625180,4.4625,0
1499625240,4.4625,0
1499625300,4.4625,0
1499625360,4.4625,0
1499625420,4.4625,0
1499625480,4.3208332659,0
1499625540,4.3916667341,0
1499625600,4.3208332659,0
1499625660,4.4625,0
1499625720,4.5333332659,0
1499625780,4.4625,0
1499625840,4.4625,0
1499625900,4.4625,0
1499625960,4.4625,0
1499626020,4.5333332659,0
1499626080,4.4625,0
1499626140,4.3208332659,0
1499626200,4.4625,0
1499626260,4.3916667341,0
1499626320,4.25,0
1499626380,4.25,0
1499626440,4.4625,0
1499626500,4.3916667341,0
1499626560,4.3916667341,0
1499626620,4.4625,0
1499626680,4.4625,0
1499626740,4.4625,0
1499626800,4.4625,0
1499626860,4.4625,0
1499626920,4.4625,0
1499626980,4.3916667341,0
1499627040,4.4625,0
1499627100,4.4625,0
1499627160,4.4625,0
1499627220,4.4625,0
1499627280,4.4625,0
1499627340,4.4625,0
1499627400,4.4625,0
1499627460,4.3916667341,0
1499627520,4.4625,0
1499627580,4.4625,0
1499627640,4.4625,0
1499627700,4.4625,0
1499627760,4.3916667341,0
1499627820,4.4625,0
1499627880,4.4625,0
1499627940,4.3916667341,0
1499628000,4.4625,0
1499628060,4.4625,0
1499628120,4.4625,0
1499628180,4.4625,0
1499628240,4.4625,0
1499628300,4.4625,0
1499628360,4.4625,0
1499628420,4.4625,0
1499628480,4.4625,0
1499628540,4.3208332659,0
1499628600,4.4625,0
1499628660,4.6041667341,0
1499628720,4.4625,0
1499628780,4.4625,0
1499628840,4.4625,0
1499628900,4.5333332659,0
1499628960,4.4625,0
1499629020,4.4625,0
1499629080,4.4625,0
1499629140,4.4625,0
1499629200,4.5333332659,0
1499629260,4.4625,0
1499629320,4.5333332659,0
1499629380,4.3208332659,0
1499629440,4.5333332659,0
1499629500,4.4625,0
1499629560,4.675,0
1499629620,4.4625,0
