"Timestamp","Value","Label"
1499616000,0,0
1499616060,0,0
1499616120,0,0
1499616180,0,0
1499616240,0,0
1499616300,0,0
1499616360,0,0
1499616420,0,0
1499616480,0,0
1499616540,0,0
1499616600,0,0
1499616660,0,0
1499616720,0,0
1499616780,0,0
1499616840,0,0
1499616900,0,0
1499616960,0,0
1499617020,0,0
1499617080,0,0
1499617140,0,0
1499617200,0,0
1499617260,0,0
1499617320,0,0
1499617380,0,0
1499617440,0,0
1499617500,0,0
1499617560,0,0
1499617620,0,0
1499617680,0,0
1499617740,0,0
1499617800,0,0
1499617860,0,0
1499617920,0.1416666712,0
1499617980,0,0
1499618040,0,0
1499618100,0,0
1499618160,0,0
1499618220,0,0
1499618280,0,0
1499618340,0,0
1499618400,0,0
1499618460,0,0
1499618520,0,0
1499618580,0,0
1499618640,0,0
1499618700,0,0
1499618760,0,0
1499618820,0,0
1499618880,0,0
1499618940,0,0
1499619000,0,0
1499619060,0,0
1499619120,0,0
1499619180,0,0
1499619240,0,0
1499619300,0,0
1499619360,0,0
1499619420,0,0
1499619480,0,0
1499619540,0,0
1499619600,0,0
1499619660,0,0
1499619720,0,0
1499619780,0,0
1499619840,0,0
1499619900,0,0
1499619960,0,0
1499620020,0,0
1499620080,0,0
1499620140,0,0
1499620200,0,0
1499620260,0,0
1499620320,0,0
1499620380,0,0
1499620440,0,0
1499620500,0,0
1499620560,0,0
1499620620,0,0
1499620680,0,0
1499620740,0,0
1499620800,0,0
1499620860,0,0
1499620920,0,0
1499620980,0,0
1499621040,0,0
1499621100,0,0
1499621160,0,0
1499621220,0,0
1499621280,0,0
1499621340,0.1416666712,0
1499621400,0,0
1499621460,0,0
1499621520,0,0
1499621580,0,0
1499621640,0,0
1499621700,0,0
1499621760,0,0
1499621820,0,0
1499621880,0,0
1499621940,0,0
1499622000,0,0
1499622060,0,0
1499622120,0,0
1499622180,0,0
1499622240,0,0
1499622300,0,0
1499622360,0,0
1499622420,0,0
1499622480,0,0
1499622540,0,0
1499622600,0,0
1499622660,0,0
1499622720,0,0
1499622780,0,0
1499622840,0,0
1499622900,0,0
1499622960,0,0
1499623020,0,0
1499623080,0,0
1499623140,0,0
1499623200,0,0
1499623260,0,0
1499623320,0,0
1499623380,0,0
1499623440,0,0
1499623500,0,0
1499623560,0,0
1499623620,0,0
1499623680,0,0
1499623740,0,0
1499623800,0,0
1499623860,0,0
1499623920,0,0
1499623980,0,0
1499624040,0,0
1499624100,0,0
1499624160,0,0
1499624220,0,0
1499624280,0,0
1499624340,0,0
1499624400,0,0
1499624460,0,0
1499624520,0,0
1499624580,0,0
1499624640,0,0
1499624700,0,0
1499624760,0,0
1499624820,0,0
1499624880,0,0
1499624940,0,0
1499625000,0.1416666712,0
1499625060,0,0
1499625120,0,0
1499625180,0,0
1499625240,0,0
1499625300,0,0
1499625360,0,0
1499625420,0,0
1499625480,0,0
1499625540,0,0
1499625600,0,0
1499625660,0,0
1499625720,0,0
1499625780,0,0
1499625840,0,0
1499625900,0,0
1499625960,0,0
1499626020,0,0
1499626080,0.1416666712,0
1499626140,0,0
1499626200,0,0
1499626260,0,0
1499626320,0,0
1499626380,0,0
1499626440,0,0
1499626500,0,0
1499626560,0,0
1499626620,0.1416666712,0
1499626680,0,0
1499626740,0,0
1499626800,0,0
1499626860,0,0
1499626920,0,0
1499626980,0,0
1499627040,0,0
1499627100,0,0
1499627160,0,0
1499627220,0,0
1499627280,0,0
1499627340,0,0
1499627400,0,0
1499627460,0,0
1499627520,0,0
1499627580,0,0
1499627640,0,0
1499627700,0,0
1499627760,0,0
1499627820,0,0
1499627880,0,0
1499627940,0,0
1499628000,0,0
1499628060,0,0
1499628120,0,0
1499628180,0,0
1499628240,0,0
1499628300,0,0
1499628360,0,0
